PLAYER,TEAM,pullup_GP,pullup_MIN,pullup_FG3A,pullup_FGA,shooting_FGA_DRIVE,shooting_FGA_CLOSE,catchshoot_FG3A,catchshoot_FGA,drives_DVS,passing_PASS,passing_AST_POT,rebounding_OREB_CHANCE,rebounding_DREB_CHANCE,defense_BLK,defense_STL,speed_AV_SPD,touches_TCH,touches_TOP
Jose Calderon,DAL,81,30.6018518519,1.08641975309,3.69135802469,0.679012345679,0.0864197530864,4.03703703704,4.37037037037,2.38271604938,62.3703703704,9.25925925926,0.543209876543,3.12345679012,0.135802469136,0.851851851852,4.3,76.0617283951,4.79012345679
Randy Foye,DEN,81,30.8711934156,1.87654320988,3.6049382716,1.54320987654,0.172839506173,4.0987654321,4.43209876543,3.1975308642,28.024691358,6.7037037037,0.962962962963,4.24691358025,0.481481481481,0.827160493827,4.1,43.7654320988,2.44773662551
Gordon Hayward,UTA,77,36.5463203463,0.792207792208,4.4025974026,2.1038961039,0.506493506494,2.81818181818,4.58441558442,5.49350649351,49.8831168831,11.1948051948,1.36363636364,6.16883116883,0.519480519481,1.42857142857,4.2,71.5194805195,3.54437229437
J.R. Smith,NYK,74,32.9234234234,1.60810810811,5.28378378378,1.7027027027,0.148648648649,4.67567567568,5.04054054054,3.2027027027,37.1081081081,6.05405405405,0.945945945946,5.10810810811,0.27027027027,0.878378378378,3.9,55.0135135135,2.64459459459
Jameer Nelson,ORL,68,32.1757352941,3.05882352941,4.77941176471,2.35294117647,0.294117647059,2.5,2.75,7.5,54.1176470588,14.4264705882,1.10294117647,4.92647058824,0.0735294117647,0.764705882353,3.9,73.4411764706,6.03480392157
Trey Burke,UTA,70,32.4354761905,1.07142857143,5.21428571429,2.04285714286,0.0857142857143,3.7,4.37142857143,4.87142857143,62.6714285714,10.9857142857,1.07142857143,3.55714285714,0.0857142857143,0.6,4.3,81.6142857143,6.20833333333
Jeff Teague,ATL,78,32.3594017094,1.35897435897,4.17948717949,5.03846153846,0.269230769231,1.42307692308,1.58974358974,10.2179487179,55.7820512821,13.641025641,1.14102564103,3.58974358974,0.217948717949,1.12820512821,3.9,79.2564102564,6.16452991453
Reggie Jackson,OKC,80,28.736875,1.075,4.1625,3.8,0.375,1.8875,2.025,6.325,42.5875,8.5875,1.1875,5.8125,0.1125,1.0625,4.0,60.3625,4.77270833333
Brian Roberts,NOP,72,23.2898148148,0.916666666667,4.01388888889,1.45833333333,0.111111111111,1.44444444444,2.06944444444,2.90277777778,39.4444444444,6.30555555556,0.597222222222,2.52777777778,0.0972222222222,0.597222222222,4.3,51.9166666667,4.5
Avery Bradley,BOS,60,31.2397222222,0.533333333333,5.1,1.5,0.733333333333,2.76666666667,4.88333333333,2.11666666667,29.95,3.5,1.9,5.01666666667,0.183333333333,1.05,4.3,47.7333333333,2.15916666667
Klay Thompson,GSW,80,35.6166666667,0.8125,3.9375,1.5375,0.6625,5.4625,7.6125,2.7875,18.6875,3.8375,0.925,4.5625,0.4625,0.8875,4.2,38.675,1.44916666667
Kevin Martin,MIN,68,32.0843137255,0.779411764706,4.86764705882,1.85294117647,0.985294117647,3.33823529412,4.67647058824,2.80882352941,26.9852941176,3.95588235294,0.926470588235,3.79411764706,0.0882352941176,0.970588235294,4.0,47.0882352941,1.85710784314
Deron Williams,BKN,64,32.2765625,1.53125,4.40625,2.453125,0.34375,2.5625,3.1875,5.65625,61.3125,12.625,0.65625,3.984375,0.203125,1.453125,4.1,79.234375,6.17890625
Jose Juan Barea,MIN,79,18.6898734177,1.79746835443,3.43037974684,3.15189873418,0.189873417722,1.06329113924,1.15189873418,5.6582278481,35.2151898734,7.9746835443,0.493670886076,2.78481012658,0.0,0.329113924051,4.3,48.417721519,3.66012658228
Darren Collison,LAC,80,26.0629166667,0.6125,3.6875,1.525,0.275,1.7125,1.875,3.475,41.6,7.4625,1.05,3.2,0.1875,1.1625,4.3,55.45,3.738125
Jeff Green,BOS,82,34.5103658537,1.40243902439,4.26829268293,2.53658536585,0.987804878049,3.29268292683,4.29268292683,3.93902439024,31.5731707317,3.82926829268,1.20731707317,6.74390243902,0.573170731707,0.69512195122,3.9,51.5365853659,1.89756097561
Victor Oladipo,ORL,80,31.2366666667,0.7375,3.8375,3.675,0.4375,1.975,2.1375,6.4125,46.6625,9.0875,1.2625,6.1875,0.4625,1.6125,4.2,67.65,5.71479166667
Dwyane Wade,MIA,54,33.0950617284,0.222222222222,4.66666666667,3.24074074074,2.11111111111,0.37037037037,1.38888888889,6.87037037037,37.5555555556,8.64814814815,2.22222222222,5.07407407407,0.537037037037,1.46296296296,4.0,59.8703703704,3.43425925926
Khris Middleton,MIL,81,30.333127572,0.345679012346,3.1975308642,0.987654320988,0.456790123457,3.13580246914,4.49382716049,2.01234567901,32.0617283951,4.17283950617,1.43209876543,4.91358024691,0.234567901235,1.0,4.2,46.0617283951,1.37448559671
Vince Carter,DAL,81,24.4475308642,1.27160493827,3.07407407407,1.86419753086,0.481481481481,3.0987654321,3.43209876543,3.48148148148,29.7654320988,4.83950617284,1.54320987654,5.45679012346,0.432098765432,0.753086419753,4.0,44.2345679012,1.51995884774
Michael Carter-Williams,PHI,70,34.5928571429,1.12857142857,3.97142857143,5.57142857143,0.885714285714,1.74285714286,2.04285714286,9.95714285714,62.9142857143,12.3857142857,3.41428571429,7.47142857143,0.614285714286,1.85714285714,4.6,89.2857142857,6.50166666667
Wesley Matthews,POR,82,34.0772357724,1.03658536585,3.08536585366,1.13414634146,0.792682926829,5.06097560976,5.5487804878,2.36585365854,30.0487804878,4.82926829268,1.24390243902,4.75609756098,0.170731707317,0.926829268293,4.3,46.4512195122,1.3743902439
Kevin Love,MIN,77,36.4692640693,1.32467532468,3.35064935065,0.493506493506,3.96103896104,4.94805194805,6.28571428571,1.03896103896,60.7792207792,8.44155844156,4.93506493506,14.3766233766,0.454545454545,0.766233766234,3.8,87.5974025974,2.41428571429
Eric Bledsoe,PHX,43,33.0282945736,1.74418604651,5.20930232558,3.93023255814,0.372093023256,1.41860465116,1.60465116279,7.86046511628,49.976744186,11.2558139535,1.6511627907,6.02325581395,0.325581395349,1.60465116279,4.0,72.1860465116,5.97093023256
Kirk Hinrich,CHI,73,29.0842465753,0.849315068493,3.57534246575,1.41095890411,0.164383561644,2.34246575342,2.76712328767,3.05479452055,54.4383561644,8.6301369863,0.849315068493,4.05479452055,0.356164383562,1.09589041096,4.5,68.2739726027,5.30342465753
Rodney Stuckey,DET,73,26.9166666667,0.109589041096,3.69863013699,2.78082191781,0.972602739726,1.06849315068,2.12328767123,3.90410958904,22.8493150685,4.09589041096,1.13698630137,3.28767123288,0.13698630137,0.739726027397,3.9,39.7534246575,2.31118721461
Jrue Holiday,NOP,34,33.7789215686,1.55882352941,6.29411764706,4.32352941176,0.5,0.676470588235,0.970588235294,8.08823529412,60.9411764706,14.4117647059,1.76470588235,5.64705882353,0.352941176471,1.64705882353,4.3,82.4117647059,6.56568627451
Alec Burks,UTA,78,28.1707264957,0.666666666667,3.5,3.37179487179,0.371794871795,1.14102564103,1.5641025641,5.52564102564,37.3461538462,6.0,1.92307692308,4.08974358974,0.179487179487,0.884615384615,4.2,54.3076923077,2.8014957265
Eric Gordon,NOP,64,32.3072916667,1.09375,3.53125,3.625,0.4375,2.78125,3.078125,5.5625,23.828125,6.34375,0.96875,3.5,0.1875,1.15625,4.1,42.359375,2.09036458333
Nicolas Batum,POR,82,36.2394308943,0.951219512195,2.67073170732,0.878048780488,0.524390243902,3.76829268293,4.4512195122,1.79268292683,54.1097560976,9.35365853659,2.59756097561,8.93902439024,0.69512195122,0.914634146341,4.4,70.243902439,2.06443089431
Louis Williams,ATL,59,24.1985875706,1.83050847458,3.83050847458,1.50847457627,0.101694915254,1.93220338983,2.18644067797,2.93220338983,30.6949152542,6.15254237288,0.389830508475,3.0,0.0677966101695,0.745762711864,3.9,43.3898305085,2.40282485876
Lance Stephenson,IND,78,35.4457264957,0.564102564103,2.55128205128,2.47435897436,1.0641025641,2.37179487179,2.69230769231,4.41025641026,39.2051282051,8.66666666667,2.0,8.5,0.0897435897436,0.692307692308,3.8,56.4230769231,3.01645299145
O.J. Mayo,MIL,51,25.9055555556,1.07843137255,3.88235294118,1.3137254902,0.372549019608,3.13725490196,4.09803921569,2.17647058824,25.4509803922,4.35294117647,0.921568627451,3.13725490196,0.235294117647,0.529411764706,4.0,39.9019607843,1.42254901961
Raymond Felton,NYK,65,31.1802564103,1.0,3.32307692308,2.4,0.276923076923,1.96923076923,2.61538461538,5.27692307692,56.2769230769,10.6461538462,1.89230769231,3.61538461538,0.415384615385,1.2,4.0,71.6307692308,5.45820512821
Kawhi Leonard,SAS,66,29.302020202,0.484848484848,2.63636363636,1.19696969697,1.28787878788,2.18181818182,2.57575757576,2.60606060606,28.196969697,3.75757575758,2.04545454545,7.80303030303,0.757575757576,1.72727272727,4.4,41.5757575758,1.50732323232
Markieff Morris,PHX,81,26.7181069959,0.0864197530864,2.22222222222,0.567901234568,1.88888888889,1.20987654321,2.82716049383,1.07407407407,25.8641975309,3.58024691358,3.35802469136,6.97530864198,0.62962962963,0.83950617284,3.7,41.0,1.04670781893
Jeremy Lamb,OKC,78,19.886965812,0.692307692308,2.24358974359,1.11538461538,0.346153846154,2.42307692308,3.03846153846,1.62820512821,16.0384615385,2.73076923077,0.820512820513,3.37179487179,0.333333333333,0.717948717949,4.2,26.0512820513,1.09487179487
Marcus Morris,PHX,82,22.0512195122,0.280487804878,2.42682926829,0.487804878049,0.670731707317,2.78048780488,3.32926829268,0.975609756098,21.7804878049,2.19512195122,1.67073170732,4.76829268293,0.219512195122,0.878048780488,4.1,32.987804878,0.935772357724
Paul Pierce,BKN,74,28.1351351351,0.364864864865,2.5,1.64864864865,0.405405405405,3.54054054054,4.04054054054,4.09459459459,32.8108108108,4.85135135135,0.756756756757,6.72972972973,0.418918918919,1.14864864865,3.6,47.9459459459,1.6786036036
Jodie Meeks,LAL,77,33.3917748918,1.12987012987,2.46753246753,1.49350649351,0.675324675325,3.96103896104,4.32467532468,2.64935064935,27.1428571429,3.77922077922,0.779220779221,3.24675324675,0.0519480519481,1.44155844156,4.3,43.0,1.49675324675
Mike Dunleavy,CHI,82,31.6660569106,0.475609756098,1.87804878049,0.817073170732,0.524390243902,3.39024390244,5.23170731707,1.5487804878,31.3780487805,4.46341463415,1.34146341463,6.4756097561,0.560975609756,0.780487804878,4.5,44.4512195122,1.12215447154
Jordan Farmar,LAL,41,22.3861788618,1.68292682927,3.60975609756,1.82926829268,0.0731707317073,2.07317073171,2.39024390244,4.09756097561,44.9268292683,10.0,1.07317073171,3.43902439024,0.19512195122,0.926829268293,4.4,58.8292682927,4.26422764228
Tim Hardaway Jr.,NYK,81,23.3195473251,0.617283950617,2.06172839506,0.888888888889,0.111111111111,3.64197530864,4.14814814815,1.24691358025,17.3456790123,1.62962962963,0.555555555556,2.30864197531,0.0864197530864,0.543209876543,4.0,27.8271604938,0.80987654321
Anthony Morrow,NOP,76,18.8817982456,0.171052631579,2.10526315789,0.736842105263,0.276315789474,2.23684210526,3.14473684211,1.01315789474,10.5263157895,1.30263157895,0.697368421053,2.48684210526,0.157894736842,0.5,4.1,18.9342105263,0.593201754386
Shaun Livingston,BKN,75,26.0882222222,0.0133333333333,2.14666666667,2.21333333333,1.0,0.0533333333333,0.16,4.13333333333,42.44,6.73333333333,1.70666666667,3.61333333333,0.413333333333,1.21333333333,4.2,53.6666666667,3.86644444444
Shelvin Mack,ATL,72,20.4898148148,0.958333333333,2.40277777778,1.77777777778,0.236111111111,1.52777777778,1.63888888889,3.90277777778,36.1666666667,7.31944444444,0.763888888889,3.41666666667,0.0277777777778,0.666666666667,4.5,46.9305555556,2.97314814815
George Hill,IND,76,32.1583333333,0.921052631579,2.76315789474,1.28947368421,0.460526315789,2.44736842105,2.68421052632,2.71052631579,56.9605263158,7.28947368421,1.27631578947,5.18421052632,0.302631578947,0.986842105263,4.0,70.6710526316,5.34912280702
Jeremy Lin,HOU,71,29.1298122066,0.957746478873,2.57746478873,2.92957746479,0.197183098592,2.22535211268,2.47887323944,7.29577464789,41.9154929577,7.35211267606,1.12676056338,4.46478873239,0.380281690141,0.957746478873,4.2,58.7887323944,3.63474178404
Derek Fisher,OKC,81,17.803909465,0.888888888889,1.72839506173,0.345679012346,0.037037037037,1.83950617284,2.07407407407,0.802469135802,20.2345679012,2.97530864198,0.259259259259,2.06172839506,0.037037037037,0.864197530864,3.9,26.8888888889,1.49320987654
Nate Robinson,DEN,44,19.8291666667,1.59090909091,3.81818181818,1.68181818182,0.181818181818,1.86363636364,2.09090909091,3.18181818182,23.75,4.77272727273,1.18181818182,2.27272727273,0.0909090909091,0.818181818182,4.2,36.7727272727,2.79696969697
Terrence Ross,TOR,80,26.7972916667,0.6375,2.275,1.05,0.375,4.35,4.8125,1.7125,17.775,1.9625,0.9375,3.9375,0.3375,0.8,4.3,29.7,0.979583333333
Kyle Korver,ATL,70,34.1530952381,0.557142857143,2.02857142857,0.257142857143,0.185714285714,4.81428571429,5.92857142857,0.585714285714,33.8857142857,5.25714285714,0.485714285714,7.4,0.328571428571,1.0,4.3,45.4,0.997380952381
Marco Belinelli,SAS,80,25.3745833333,0.5375,1.7875,0.85,0.875,3.0375,4.4625,1.4,27.425,3.9,0.5,4.7,0.0875,0.625,4.4,39.375,1.41875
Danny Green,SAS,68,24.400245098,0.897058823529,1.83823529412,0.5,0.441176470588,3.72058823529,4.13235294118,1.16176470588,28.1617647059,3.14705882353,0.970588235294,5.27941176471,0.897058823529,0.955882352941,4.6,38.0735294118,1.11274509804
Ricky Rubio,MIN,82,32.3518292683,0.231707317073,2.53658536585,3.15853658537,0.182926829268,1.39024390244,1.69512195122,8.4512195122,69.8414634146,17.1585365854,1.69512195122,5.71951219512,0.134146341463,2.32926829268,4.4,87.2682926829,6.86605691057
David West,IND,80,31.0485416667,0.0375,2.1,0.675,2.1625,0.125,3.475,1.0,46.0875,5.725,2.9,8.4875,0.925,0.7625,3.6,62.4875,1.50375
Brandon Bass,BOS,82,27.8847560976,0.0487804878049,1.60975609756,0.609756097561,1.87804878049,0.0243902439024,2.36585365854,1.07317073171,26.1707317073,2.21951219512,3.51219512195,6.01219512195,0.865853658537,0.439024390244,4.0,38.5975609756,1.03760162602
Tobias Harris,ORL,61,30.4644808743,0.229508196721,2.18032786885,1.59016393443,1.39344262295,1.7868852459,3.4262295082,2.22950819672,31.3278688525,2.39344262295,2.75409836066,8.52459016393,0.393442622951,0.672131147541,4.2,47.4590163934,1.42021857923
Trevor Ariza,WAS,76,35.5754385965,0.657894736842,1.97368421053,1.15789473684,0.526315789474,4.86842105263,5.26315789474,2.71052631579,36.6447368421,4.64473684211,2.27631578947,7.44736842105,0.263157894737,1.65789473684,4.0,52.1578947368,1.50197368421
JJ Redick,LAC,35,28.4333333333,1.08571428571,3.4,0.885714285714,0.228571428571,4.0,5.82857142857,2.0,24.0571428571,4.25714285714,0.457142857143,3.28571428571,0.0857142857143,0.8,4.6,39.2285714286,1.09523809524
Will Bynum,DET,56,18.9425595238,0.446428571429,2.625,2.875,0.178571428571,0.607142857143,0.785714285714,6.375,27.0535714286,7.76785714286,0.928571428571,1.91071428571,0.125,0.696428571429,4.0,40.2678571429,3.85297619048
E'Twaun Moore,ORL,79,19.1341772152,0.303797468354,1.56962025316,1.29113924051,0.177215189873,1.6835443038,1.91139240506,2.03797468354,16.4050632911,3.05063291139,0.696202531646,2.30379746835,0.164556962025,0.759493670886,4.3,24.3164556962,1.23860759494
Iman Shumpert,NYK,74,26.6481981982,0.486486486486,2.0,0.77027027027,0.202702702703,2.47297297297,2.75675675676,1.54054054054,24.0405405405,3.86486486486,2.13513513514,4.78378378378,0.175675675676,1.24324324324,4.2,33.1891891892,1.1954954955
Rajon Rondo,BOS,30,33.5511111111,1.8,4.16666666667,4.26666666667,0.6,1.0,1.06666666667,9.5,73.9666666667,20.0333333333,1.86666666667,8.13333333333,0.0666666666667,1.33333333333,3.9,95.7333333333,7.82444444444
Thaddeus Young,PHI,79,34.4573839662,0.443037974684,1.9746835443,1.81012658228,2.91139240506,3.07594936709,4.03797468354,2.91139240506,46.7594936709,4.6582278481,4.58227848101,7.29113924051,0.455696202532,2.11392405063,4.3,68.164556962,1.72004219409
James Anderson,PHI,80,28.9233333333,0.9625,1.7625,1.3625,0.5375,3.2875,3.4375,2.55,20.7625,4.15,1.4875,5.1625,0.35,0.925,4.4,32.3375,1.04333333333
CJ Watson,IND,63,19.0470899471,0.619047619048,1.84126984127,0.619047619048,0.349206349206,1.61904761905,1.73015873016,1.53968253968,31.3650793651,4.03174603175,0.52380952381,2.11111111111,0.126984126984,0.952380952381,4.3,39.9682539683,2.94788359788
Manu Ginobili,SAS,68,22.9674019608,0.911764705882,2.0,2.02941176471,0.647058823529,2.75,3.19117647059,4.32352941176,29.0735294118,7.70588235294,1.08823529412,3.91176470588,0.25,1.02941176471,4.1,43.5294117647,2.10269607843
Kendall Marshall,LAL,54,29.1413580247,0.62962962963,2.33333333333,2.12962962963,0.0740740740741,2.5,2.72222222222,4.68518518519,62.962962963,15.6481481481,0.518518518519,3.46296296296,0.0740740740741,0.888888888889,4.1,76.1111111111,5.08919753086
Chandler Parsons,HOU,74,37.8369369369,0.635135135135,1.87837837838,3.81081081081,0.797297297297,3.91891891892,4.44594594595,6.33783783784,42.0810810811,7.06756756757,1.98648648649,6.90540540541,0.391891891892,1.18918918919,4.3,61.0405405405,2.17387387387
Jimmy Butler,CHI,67,38.7300995025,0.477611940299,2.28358208955,0.985074626866,1.10447761194,3.01492537313,3.94029850746,2.97014925373,35.4925373134,5.26865671642,2.77611940299,6.61194029851,0.537313432836,1.89552238806,4.2,51.4925373134,1.98233830846
Evan Fournier,DEN,76,19.9695175439,0.644736842105,1.55263157895,1.55263157895,0.355263157895,2.38157894737,2.55263157895,2.86842105263,18.6447368421,3.11842105263,1.02631578947,3.81578947368,0.0921052631579,0.447368421053,4.4,29.3552631579,1.32236842105
Nate Wolters,MIL,57,22.4356725146,0.333333333333,2.28070175439,2.35087719298,0.280701754386,0.684210526316,0.824561403509,4.21052631579,38.1228070175,6.54385964912,1.29824561404,3.19298245614,0.263157894737,0.614035087719,4.3,48.5438596491,3.29561403509
Chris Bosh,MIA,79,32.2620253165,0.177215189873,1.48101265823,0.670886075949,2.24050632911,2.51898734177,5.63291139241,1.3417721519,34.3797468354,2.45569620253,2.10126582278,8.74683544304,0.987341772152,1.01265822785,3.7,50.9240506329,1.11497890295
Paul Millsap,ATL,73,33.7452054795,0.13698630137,1.79452054795,1.93150684932,2.27397260274,2.67123287671,3.8904109589,4.02739726027,44.0547945205,6.13698630137,4.39726027397,11.2876712329,1.05479452055,1.72602739726,4.1,65.4246575342,1.99086757991
